,Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,monocheck
15193,15194,Estimates,Poland,,616,Country/Area,923,2020,1885.0,1900.0,1975.0,1735.0,1966.0,2466.0,2826.0,3179.0,2959.0,2577.0,2238.0,2325.0,2725.0,2449.0,1856.0,1045.0,884.0,558.0,239.0,57.0,5.0,0.0
15264,15265,Estimates,Republic of Moldova,18,498,Country/Area,923,2020,203.0,222.0,217.0,202.0,241.0,330.0,418.0,356.0,302.0,261.0,234.0,287.0,258.0,230.0,105.0,80.0,53.0,26.0,8.0,1.0,0.0,0.0
15335,15336,Estimates,Romania,,642,Country/Area,923,2020,940.0,965.0,1081.0,995.0,1010.0,1076.0,1396.0,1190.0,1523.0,1503.0,1526.0,1043.0,1290.0,1246.0,927.0,603.0,537.0,275.0,94.0,17.0,1.0,0.0
15406,15407,Estimates,Russian Federation,,643,Country/Area,923,2020,9272.0,9351.0,8174.0,7082.0,6615.0,8993.0,12544.0,11925.0,10605.0,9771.0,8480.0,10418.0,10074.0,8428.0,5390.0,3159.0,3486.0,1390.0,668.0,102.0,9.0,0.0
15477,15478,Estimates,Slovakia,,703,Country/Area,923,2020,284.0,283.0,283.0,263.0,291.0,365.0,410.0,437.0,458.0,404.0,347.0,362.0,362.0,333.0,237.0,162.0,100.0,57.0,19.0,3.0,0.0,0.0
15548,15549,Estimates,Ukraine,19,804,Country/Area,923,2020,2114.0,2476.0,2404.0,1980.0,2146.0,2752.0,3585.0,3624.0,3337.0,3069.0,2803.0,3104.0,2928.0,2612.0,1769.0,1214.0,1187.0,412.0,188.0,27.0,2.0,0.0
15690,15691,Estimates,Channel Islands,20,830,Country/Area,924,2020,9.0,9.0,8.0,9.0,10.0,11.0,12.0,12.0,12.0,13.0,14.0,12.0,11.0,9.0,8.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0
15761,15762,Estimates,Denmark,21,208,Country/Area,924,2020,309.0,297.0,337.0,339.0,374.0,402.0,355.0,317.0,361.0,377.0,422.0,388.0,346.0,309.0,351.0,235.0,147.0,78.0,36.0,10.0,1.0,0.0
15832,15833,Estimates,Estonia,,233,Country/Area,924,2020,69.0,74.0,75.0,62.0,58.0,88.0,102.0,92.0,89.0,96.0,76.0,89.0,86.0,84.0,53.0,54.0,44.0,23.0,10.0,2.0,0.0,0.0
15903,15904,Estimates,Finland,22,246,Country/Area,924,2020,264.0,305.0,310.0,296.0,313.0,359.0,347.0,359.0,345.0,314.0,351.0,370.0,357.0,356.0,358.0,225.0,159.0,96.0,44.0,10.0,1.0,0.0
15974,15975,Estimates,Iceland,,352,Country/Area,924,2020,20.0,23.0,23.0,21.0,22.0,26.0,23.0,24.0,22.0,21.0,21.0,21.0,20.0,17.0,14.0,9.0,6.0,4.0,2.0,0.0,0.0,0.0
16045,16046,Estimates,Ireland,,372,Country/Area,924,2020,314.0,358.0,357.0,312.0,290.0,278.0,311.0,385.0,396.0,368.0,312.0,289.0,250.0,231.0,197.0,134.0,88.0,46.0,18.0,5.0,1.0,0.0
16116,16117,Estimates,Latvia,,428,Country/Area,924,2020,114.0,94.0,102.0,87.0,70.0,119.0,142.0,121.0,121.0,133.0,119.0,145.0,130.0,120.0,75.0,88.0,49.0,35.0,18.0,5.0,1.0,0.0
16187,16188,Estimates,Lithuania,,440,Country/Area,924,2020,145.0,156.0,121.0,122.0,134.0,183.0,186.0,151.0,161.0,195.0,185.0,236.0,187.0,166.0,108.0,115.0,83.0,56.0,26.0,6.0,1.0,0.0
16258,16259,Estimates,Norway,23,578,Country/Area,924,2020,302.0,313.0,321.0,322.0,353.0,373.0,377.0,362.0,347.0,378.0,377.0,335.0,311.0,275.0,267.0,180.0,113.0,71.0,34.0,10.0,1.0,0.0
16329,16330,Estimates,Sweden,,752,Country/Area,924,2020,601.0,593.0,586.0,541.0,544.0,733.0,693.0,627.0,609.0,655.0,679.0,617.0,567.0,527.0,564.0,430.0,270.0,162.0,77.0,21.0,2.0,0.0
16400,16401,Estimates,United Kingdom,24,826,Country/Area,924,2020,3924.0,4120.0,3956.0,3686.0,4075.0,4484.0,4707.0,4588.0,4308.0,4296.0,4635.0,4539.0,3905.0,3382.0,3388.0,2442.0,1737.0,1078.0,491.0,130.0,16.0,0.0
16542,16543,Estimates,Albania,,8,Country/Area,925,2020,166.0,168.0,162.0,200.0,228.0,244.0,224.0,167.0,153.0,171.0,184.0,202.0,186.0,144.0,108.0,87.0,54.0,23.0,7.0,1.0,0.0,0.0
16613,16614,Estimates,Bosnia and Herzegovina,,70,Country/Area,925,2020,133.0,162.0,181.0,165.0,216.0,187.0,216.0,242.0,221.0,227.0,231.0,269.0,242.0,222.0,143.0,99.0,85.0,25.0,11.0,2.0,0.0,0.0
16684,16685,Estimates,Croatia,,191,Country/Area,925,2020,184.0,202.0,211.0,197.0,236.0,236.0,258.0,282.0,288.0,269.0,281.0,300.0,289.0,276.0,206.0,156.0,134.0,71.0,25.0,4.0,0.0,0.0
16755,16756,Estimates,Greece,,300,Country/Area,925,2020,409.0,472.0,542.0,527.0,529.0,528.0,598.0,739.0,780.0,794.0,796.0,709.0,677.0,581.0,549.0,407.0,394.0,261.0,105.0,23.0,3.0,0.0
16826,16827,Estimates,Italy,,380,Country/Area,925,2020,2325.0,2670.0,2857.0,2876.0,2943.0,3161.0,3366.0,3633.0,4189.0,4833.0,4908.0,4659.0,3954.0,3531.0,3392.0,2637.0,2302.0,1397.0,640.0,173.0,17.0,0.0
16897,16898,Estimates,Malta,,470,Country/Area,925,2020,22.0,21.0,20.0,21.0,25.0,30.0,33.0,32.0,31.0,28.0,25.0,28.0,30.0,28.0,28.0,17.0,12.0,7.0,3.0,1.0,0.0,0.0
16968,16969,Estimates,Montenegro,,499,Country/Area,925,2020,37.0,37.0,39.0,39.0,41.0,43.0,43.0,46.0,43.0,41.0,38.0,42.0,40.0,37.0,25.0,16.0,13.0,6.0,2.0,0.0,0.0,0.0
17039,17040,Estimates,North Macedonia,,807,Country/Area,925,2020,112.0,116.0,112.0,121.0,130.0,153.0,162.0,164.0,155.0,145.0,145.0,138.0,129.0,116.0,79.0,55.0,34.0,14.0,3.0,0.0,0.0,0.0
17110,17111,Estimates,Portugal,,620,Country/Area,925,2020,401.0,440.0,490.0,525.0,540.0,534.0,561.0,654.0,765.0,810.0,743.0,738.0,673.0,621.0,567.0,451.0,352.0,224.0,85.0,19.0,2.0,0.0
17181,17182,Estimates,Serbia,25,688,Country/Area,925,2020,419.0,437.0,487.0,513.0,529.0,573.0,618.0,597.0,622.0,608.0,571.0,551.0,548.0,595.0,464.0,266.0,204.0,105.0,28.0,3.0,0.0,0.0
17252,17253,Estimates,Slovenia,,705,Country/Area,925,2020,101.0,109.0,105.0,92.0,96.0,109.0,134.0,150.0,158.0,147.0,151.0,150.0,146.0,139.0,98.0,80.0,59.0,37.0,14.0,3.0,0.0,0.0
17323,17324,Estimates,Spain,26,724,Country/Area,925,2020,1990.0,2244.0,2498.0,2238.0,2256.0,2362.0,2619.0,3283.0,4001.0,3938.0,3632.0,3414.0,2939.0,2401.0,2204.0,1811.0,1288.0,1039.0,471.0,112.0,13.0,0.0
17465,17466,Estimates,Austria,,40,Country/Area,926,2020,448.0,426.0,424.0,452.0,509.0,607.0,620.0,623.0,566.0,613.0,713.0,694.0,582.0,451.0,407.0,383.0,260.0,142.0,67.0,17.0,1.0,0.0
17536,17537,Estimates,Belgium,,56,Country/Area,926,2020,634.0,669.0,671.0,641.0,658.0,728.0,746.0,758.0,752.0,767.0,795.0,803.0,736.0,634.0,556.0,384.0,321.0,217.0,95.0,24.0,2.0,0.0
17607,17608,Estimates,France,27,250,Country/Area,926,2020,3620.0,3907.0,3996.0,3888.0,3697.0,3674.0,3942.0,4070.0,3943.0,4382.0,4363.0,4272.0,3973.0,3792.0,3524.0,2204.0,1812.0,1330.0,665.0,201.0,19.0,0.0
17678,17679,Estimates,Germany,,276,Country/Area,926,2020,4059.0,3822.0,3812.0,4119.0,4553.0,4824.0,5442.0,5430.0,5060.0,5184.0,6681.0,6807.0,5821.0,4823.0,3834.0,3638.0,3259.0,1635.0,758.0,204.0,19.0,0.0
17749,17750,Estimates,Luxembourg,,442,Country/Area,926,2020,33.0,33.0,31.0,34.0,40.0,46.0,49.0,49.0,47.0,48.0,48.0,43.0,35.0,27.0,22.0,16.0,12.0,8.0,3.0,1.0,0.0,0.0
17820,17821,Estimates,Netherlands,28,528,Country/Area,926,2020,859.0,894.0,938.0,1016.0,1021.0,1077.0,1077.0,1020.0,1005.0,1147.0,1274.0,1250.0,1125.0,1005.0,952.0,639.0,438.0,262.0,107.0,27.0,3.0,0.0
17891,17892,Estimates,Switzerland,,756,Country/Area,926,2020,452.0,433.0,410.0,425.0,484.0,556.0,598.0,622.0,571.0,596.0,677.0,644.0,536.0,442.0,422.0,330.0,229.0,145.0,67.0,16.0,2.0,0.0
18033,18034,Estimates,Canada,,124,Country/Area,918,2020,1993.0,1978.0,1983.0,1988.0,2363.0,2733.0,2626.0,2652.0,2463.0,2383.0,2423.0,2759.0,2563.0,2150.0,1793.0,1226.0,815.0,519.0,253.0,70.0,9.0,0.0
18104,18105,Estimates,United States of America,29,840,Country/Area,918,2020,19676.0,20045.0,21089.0,21243.0,22259.0,23835.0,23052.0,21616.0,20295.0,20054.0,20578.0,21542.0,20669.0,17819.0,14355.0,9728.0,6461.0,3911.0,2051.0,627.0,97.0,0.0
